show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,primary_country,duration_value,budget,revenue,budget_millions
s584,Movie,No Strings Attached,Ivan Reitman,"Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes, Greta Gerwig, Lake Bell, Olivia Thirlby, Ludacris, Jake Johnson, Mindy Kaling, Talia Balsam","United States, United Kingdom",2021-07-01,2011,R,109 min,"Comedies, Romantic Movies","""Friends with benefits"" Emma and Adam are fine with their open relationship ... until those pesky little things called feelings enter the picture.",2021.0,United States,109.0,25000000.0,147780440.0,25.0
s585,Movie,Not Another Teen Movie,Joel Gallen,"Chyler Leigh, Chris Evans, Jaime Pressly, Eric Christian Olsen, Mia Kirshner, Deon Richmond, Eric Jungmann, Ron Lester, Cody McMains, Sam Huntington, Lacey Chabert, JoAnna Garcia Swisher, Samm Levine, Cerina Vincent",United States,2021-07-01,2001,R,89 min,Comedies,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled artist into a prom queen in this outrageous parody.",2021.0,United States,89.0,16000000.0,66468332.0,16.0
s592,Movie,Seven Pounds,Gabriele Muccino,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy, Barry Pepper, Elpidia Carrillo, Robinne Lee, Joe Nunez, Bill Smitrovich, Tim Kelleher, Gina Hecht, Andy Milder, Judyann Elder, Sarah Jane Morris",United States,2021-07-01,2008,PG-13,123 min,"Dramas, Romantic Movies","Weighed down by a dark secret, IRS agent Ben Thomas tries to improve the lives of seven strangers in need of a second chance.",2021.0,United States,123.0,55000000.0,168167691.0,55.0
s593,Movie,She's Out of My League,Jim Field Smith,"Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel, Nate Torrence, Krysten Ritter, Geoff Stults, Lindsay Sloane, Andrew Daly, Jasika Nicole, Kyle Bornheimer",United States,2021-07-01,2010,R,106 min,"Comedies, Romantic Movies","Kirk's a 5. His new girlfriend Molly's a 10. No one knows what she sees in him, including Kirk. Will his raging insecurities ruin this budding romance?",2021.0,United States,106.0,20000000.0,49779728.0,20.0
s595,Movie,Star Trek,J.J. Abrams,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana, Simon Pegg, John Cho, Anton Yelchin, Eric Bana, Leonard Nimoy, Bruce Greenwood, Ben Cross, Winona Ryder","United States, Germany",2021-07-01,2009,PG-13,128 min,"Action & Adventure, Sci-Fi & Fantasy","On their first voyage aboard the starship Enterprise, cocky rebel James T. Kirk and logic-driven Vulcan Spock try to defeat a vengeful Romulan commander.",2021.0,United States,128.0,150000000.0,385680446.0,150.0
s596,Movie,Stuart Little,Rob Minkoff,"Michael J. Fox, Jonathan Lipnicki, Geena Davis, Hugh Laurie, Nathan Lane","Germany, United States",2021-07-01,1999,PG,85 min,"Children & Family Movies, Comedies","When his parents adopt a mouse instead of a little boy, George realizes brothers come in all shapes and sizes. But Snowbell the cat is not so welcoming.",2021.0,Germany,85.0,133000000.0,300135367.0,133.0
s598,Movie,Talladega Nights: The Ballad of Ricky Bobby,Adam McKay,"Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole, Michael Clarke Duncan, Leslie Bibb, Jane Lynch, Amy Adams, Andy Richter, Molly Shannon",United States,2021-07-01,2006,PG-13,108 min,"Action & Adventure, Comedies, Sports Movies","NASCAR superstar Ricky Bobby believes he's the best there is, until the arrival of a French Formula One champion threatens his position as top dog.",2021.0,United States,108.0,72500000.0,162966177.0,72.5
s599,Movie,The American,Anton Corbijn,"George Clooney, Violante Placido, Thekla Reuten, Paolo Bonacelli, Johan Leysen, Irina BjÃ¶rklund, Filippo Timi, Anna Foglietta, BjÃ¶rn Granath","United States, United Kingdom",2021-07-01,2010,R,105 min,"Dramas, Thrillers","Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him.",2021.0,United States,105.0,20000000.0,65464324.0,20.0
s601,Movie,The Game,David Fincher,"Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn, Peter Donat, Carroll Baker, Anna Katarina, Armin Mueller-Stahl",United States,2021-07-01,1997,R,129 min,Thrillers,An aloof investment banker's life spirals into peril and paranoia after his brother gives him an odd birthday gift: the chance to play a mysterious game.,2021.0,United States,129.0,50000000.0,109423648.0,50.0
s602,Movie,The Karate Kid,John G. Avildsen,"Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove, Randee Heller, William Zabka, Ron Thomas, Rob Garrison",United States,2021-07-01,1984,PG,127 min,"Action & Adventure, Children & Family Movies, Classic Movies","When a bullied teen befriends an unassuming martial arts master, heâ€™ll learn life lessons â€” and the right moves â€” to beat back his merciless rivals.",2021.0,United States,127.0,8000000.0,90815558.0,8.0
s605,Movie,The Life of David Gale,Alan Parker,"Kevin Spacey, Kate Winslet, Laura Linney, Gabriel Mann, Leon Rippy, Matt Craven, Rhona Mitra, Melissa McCarthy, Jim Beaver, Chris Warner","United Kingdom, Germany, Spain, United States",2021-07-01,2003,R,130 min,Dramas,"When a Texas professor and advocate for the elimination of the death penalty is falsely accused of a crime, he ends up on death row himself.",2021.0,United Kingdom,130.0,50000000.0,38955598.0,50.0
s606,Movie,The Long Riders,Walter Hill,"David Carradine, Keith Carradine, Robert Carradine, James Keach, Stacy Keach, Dennis Quaid, Randy Quaid, Kevin Brophy, Harry Carey Jr., Christopher Guest, Nicholas Guest, Shelby Leverington, Felice Orlandi, Pamela Reed, James Remar, Fran Ryan, Savannah Smith Boucher, Amy Stryker, James Whitmore Jr.",United States,2021-07-01,1980,R,100 min,Action & Adventure,"This Western chronicles the misadventures and demise of the James-Younger gang, 19th-century outlaws who tore through Missouri on a crime spree.",2021.0,United States,100.0,10000000.0,15795189.0,10.0
s607,Movie,The Queen,Stephen Frears,"Helen Mirren, Michael Sheen, James Cromwell, Helen McCrory, Alex Jennings, Roger Allam, Sylvia Syms, Mark Bazeley","United Kingdom, United States, France, Italy",2021-07-01,2006,PG-13,103 min,"Dramas, International Movies","After Princess Diana's death, Queen Elizabeth II and Tony Blair face public demands that she be memorialized in a manner beyond standard protocol.",2021.0,United Kingdom,103.0,15000000.0,123384128.0,15.0
s608,Movie,The Strangers,Bryan Bertino,"Liv Tyler, Scott Speedman, Gemma Ward, Kip Weeks, Laura Margolis, Glenn Howerton, Alex Fisher, Peter Clayton-Luce",United States,2021-07-01,2008,R,85 min,"Horror Movies, Thrillers","A quiet stay at a remote vacation home spirals into terror for a couple when they come under attack by three masked, mysterious, murderous intruders.",2021.0,United States,85.0,9000000.0,82391145.0,9.0
s609,Movie,The Sum of All Fears,Phil Alden Robinson,"Ben Affleck, Morgan Freeman, Bridget Moynahan, James Cromwell, Liev Schreiber, Michael Byrne, Colm Feore, Alan Bates, Ron Rifkin, CiarÃ¡n Hinds, Bruce McGill, Richard Marner, Philip Baker Hall","United States, Germany, Canada",2021-07-01,2002,PG-13,124 min,Action & Adventure,"CIA agent Jack Ryan tries to discover why three missing Russian nuclear scientists are holed up in the Ukraine, communicating with neo-Nazis.",2021.0,United States,124.0,68000000.0,193000000.0,68.0
s610,Movie,The Tourist,Florian Henckel von Donnersmarck,"Angelina Jolie, Johnny Depp, Paul Bettany, Timothy Dalton, Steven Berkoff, Rufus Sewell, Christian De Sica, Alessio Boni, Daniele Pecci, Giovanni Guidelli","United States, France, Italy, United Kingdom",2021-07-01,2010,PG-13,103 min,"Action & Adventure, Romantic Movies",An American tourist seeking solace for his shattered heart instead finds it in danger again after encountering a beautiful Interpol agent.,2021.0,United States,103.0,100000000.0,278731369.0,100.0
s611,Movie,Underworld,Len Wiseman,"Kate Beckinsale, Scott Speedman, Michael Sheen, Shane Brolly, Bill Nighy, Erwin Leder, Sophia Myles, Robbie Gee, Wentworth Miller, Kevin Grevioux","United States, United Kingdom, Germany, Hungary",2021-07-01,2003,R,121 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",A vampire warrior begins to question her mission in the ancient war between the undead and werewolves when she falls for a human under her protection.,2021.0,United States,121.0,22000000.0,95708457.0,22.0
s612,Movie,Underworld: Awakening,"MÃ¥ns MÃ¥rlind, BjÃ¶rn Stein","Kate Beckinsale, Stephen Rea, Michael Ealy, Theo James, India Eisley, Sandrine Holt, Charles Dance, Kris Holden-Ried, Jacob Blair, Adam Greydon Reid","United States, Canada",2021-07-01,2012,R,89 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","As the war between vampires and Lycans rages on, Selene awakens from a prolonged, forced cryogenic sleep to face a harrowing new enemy: humans.",2021.0,United States,89.0,70000000.0,160112671.0,70.0
s613,Movie,Underworld: Rise of the Lycans,Patrick Tatopoulos,"Michael Sheen, Bill Nighy, Rhona Mitra, Steven Mackintosh, Kevin Grevioux, David Aston, Geraldine Brophy, Leighton Cardno, Alex Carroll, Elizabeth Hawthorne, Jason Hood","United States, New Zealand",2021-07-01,2009,R,92 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","Set in the year 1402, this prequel follows Lucian, the first werewolf to take human form, and chronicles the feud between the vampires and the Lycans.",2021.0,United States,92.0,35000000.0,91353501.0,35.0
s615,Movie,What Dreams May Come,Vincent Ward,"Robin Williams, Cuba Gooding Jr., Annabella Sciorra, Max von Sydow, Jessica Brooks Grant, Josh Paddock, Rosalind Chao, Lucinda Jenney, Maggie McCarthy, Wilma Bonet, Matt Salinger, Carin Sprague, June Carryl, Paul P. Card IV, Werner Herzog","United States, New Zealand",2021-07-01,1998,PG-13,114 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy","A physician finds himself in heaven after an accident, inhabiting the landscape of his wife's paintings while seeking to rescue her from the underworld.",2021.0,United States,114.0,85000000.0,71485043.0,85.0
s631,Movie,Killing Them Softly,Andrew Dominik,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, Richard Jenkins, James Gandolfini, Ray Liotta, Vincent Curatola, Slaine, Max Casella, Trevor Long, Sam Shepard",United States,2021-06-28,2012,R,97 min,Dramas,"When a couple of low-level crooks rob a Mob-protected poker game, a slick enforcer is hired to track down the offenders and take care of business.",2021.0,United States,97.0,15000000.0,37930465.0,15.0
s703,Movie,Silver Linings Playbook,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Chris Tucker, Anupam Kher, John Ortiz, Shea Whigham, Julia Stiles, Paul Herman",United States,2021-06-17,2012,R,122 min,"Comedies, Dramas, Independent Movies","A man with bipolar disorder moves home with his parents and makes a connection with a spirited widow, which helps both of them heal in unique ways.",2021.0,United States,122.0,21000000.0,205738714.0,21.0
s719,Movie,Life of Crime,Daniel Schechter,"Jennifer Aniston, Mos Def, Isla Fisher, Will Forte, Mark Boone Junior, Tim Robbins, John Hawkes, Clea Lewis, Charlie Tahan, Kevin Corrigan",United States,2021-06-15,2013,R,101 min,"Comedies, Independent Movies","After two small-time crooks kidnap and ransom a rich businessman's wife, they discover a flaw in their plan: Her cheating husband doesn't want her back.",2021.0,United States,101.0,12000000.0,265452.0,12.0
s777,Movie,American Outlaws,Les Mayfield,"Colin Farrell, Scott Caan, Ali Larter, Gabriel Macht, Gregory Smith, Harris Yulin, Kathy Bates, Timothy Dalton, Ty O'Neal, Will McCormack, Ronny Cox, Terry O'Quinn, Muse Watson, Joe Stevens, Barry Tubb",United States,2021-06-02,2001,PG-13,94 min,Action & Adventure,"In the wake of the Civil War, Jesse James leads a feisty group of ranchers in a fight against a railroad baron bent on seizing their land at any cost.",2021.0,United States,94.0,35000000.0,13678913.0,35.0
s780,Movie,Battlefield Earth,Roger Christian,"John Travolta, Barry Pepper, Forest Whitaker, Kim Coates, Sabine Karsenti, Richard Tyson, Kelly Preston, Michael MacRae, Shaun Austin-Olsen, Tim Post, Michael Byrne",United States,2021-06-02,2000,PG-13,118 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy","In the year 3000, an alien race known as the Psychlos devastate planet Earth and force the surviving human population into slavery.",2021.0,United States,118.0,44000000.0,21400000.0,44.0
s788,Movie,Cradle 2 the Grave,Andrzej Bartkowiak,"Jet Li, DMX, Anthony Anderson, Kelly Hu, Tom Arnold, Mark Dacascos, Gabrielle Union, Michael Jace, Drag-On, Paige Hurd",United States,2021-06-02,2003,R,101 min,Action & Adventure,"When a jewel thief pulls off a risky diamond heist with his crew, a gang kidnaps his young daughter and steals the loot as a rival agent offers his help.",2021.0,United States,101.0,25000000.0,56489558.0,25.0
s789,Movie,Domestic Disturbance,Harold Becker,"John Travolta, Vince Vaughn, Teri Polo, Matt O'Leary, Ruben Santiago-Hudson, Susan Floyd, Angelica Page, Steve Buscemi, Chris Ellis",United States,2021-06-02,2001,PG-13,89 min,Thrillers,A recovering alcoholic is skeptical of his son's claim that his new stepfather is a killer â€“ but soon begins to sense the boy is telling the truth.,2021.0,United States,89.0,75000000.0,54249294.0,75.0
s792,Movie,Felon,Ric Roman Waugh,"Stephen Dorff, Val Kilmer, Harold Perrineau, Marisol Nichols, Anne Archer, Nick Chinlund, Nate Parker, Johnny Lewis, Sam Shepard, Jake Walker, Joey Villasenor, Antonio Leyba, Mike Seal, Richard Caruso, Kevin Wiggins, Larnell Stovall, Mara Holguin, Elton Walker, Brittany Perrineau, Esodie Geiger, Jermaine Washington, Greg Serano, Brian Keith Gamble, Mark Sivertsen, Carrie Fleming, Adam Taylor, Chris Browning, John Koyama, Shawn Prince, Christopher Dempsey, Cynthia Ruffin",United States,2021-06-02,2008,R,104 min,"Action & Adventure, Dramas","After killing a burglar while trying to protect his family, regular guy Wade is convicted of involuntary manslaughter and thrown into prison.",2021.0,United States,104.0,2900000.0,0.0,2.9
s793,Movie,Flipped,Rob Reiner,"Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards, John Mahoney, Penelope Ann Miller, Aidan Quinn, Kevin Weisman, Morgan Lily, Ryan Ketzner",United States,2021-06-02,2010,PG,90 min,"Comedies, Dramas, Romantic Movies","Bryce and Juli first meet as children, with Juli having a crush on Bryce. As they mature, it appears their bond may blossom into something more.",2021.0,United States,90.0,14000000.0,1755212.0,14.0
s797,Movie,Hostel: Part III,Scott Spiegel,"Kip Pardue, Brian Hallisay, John Hensley, Sarah Habel, Chris Coy, Skyler Stone, Thomas Kretschmann, Zulay Henao, Nickola Shreli, Derrick Carr",United States,2021-06-02,2011,R,88 min,"Cult Movies, Horror Movies","In this installment in the popular horror franchise, a bachelor party in Las Vegas turns into a hellish bloodbath for all involved.",2021.0,United States,88.0,6000000.0,0.0,6.0
s798,Movie,I Am Sam,Jessie Nelson,"Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest, Loretta Devine, Richard Schiff, Laura Dern, Brad Silverman, Joseph Rosenberg, Stanley DeSantis, Doug Hutchison",United States,2021-06-02,2001,PG-13,132 min,Dramas,"When the legal system declares him unfit to be a parent, a father with an intellectual disability fights to regain custody of his young daughter.",2021.0,United States,132.0,22000000.0,92542418.0,22.0
s799,Movie,Love Jones,Theodore Witcher,"Larenz Tate, Nia Long, Isaiah Washington, Lisa Nicole Carson, Bill Bellamy, Leonard Roberts, Bernadette L. Clarke, Khalil Kain",United States,2021-06-02,1997,R,109 min,"Comedies, Dramas, Independent Movies",A poet and a photographer take a chance on romance but find their ambitions and baggage could keep them from taking their relationship further.,2021.0,United States,109.0,10000000.0,0.0,10.0
s800,Movie,Million Dollar Baby,Clint Eastwood,"Clint Eastwood, Hilary Swank, Morgan Freeman, Anthony Mackie, Jay Baruchel, Mike Colter, Lucia Rijker, BrÃ­an F. O'Byrne, Margo Martindale, Riki Lindhome",United States,2021-06-02,2004,PG-13,133 min,"Dramas, Sports Movies","When a cantankerous trainer mentors a persistent amateur boxer determined to go pro, deep-seated emotions become their strongest opponents.",2021.0,United States,133.0,30000000.0,216763646.0,30.0
s802,Movie,Never Back Down 2: The Beatdown,Michael Jai White,"Michael Jai White, Dean Geyer, Alex Meraz, Todd Duffee, Scottie Epstein, Jillian Murray, Evan Peters, Stacey Asaro, Gralen Bryant Banks, Rus Blackwell",United States,2021-06-02,2011,R,104 min,"Action & Adventure, Dramas, Sports Movies",A group of mixed martial arts fighters stars in this action thriller that follows a quartet of brawlers as they prepare for a major underground event.,2021.0,United States,104.0,3000000.0,0.0,3.0
s803,Movie,Ninja Assassin,James McTeigue,"Rain, Naomie Harris, Ben Miles, Rick Yune, ShÃ´ Kosugi, Sung Kang, Richard van Weyden, Thorston Manderlay, Wladimir Tarasjanz, Eleonore Weisgerber","Germany, United States, France",2021-06-02,2009,R,99 min,Action & Adventure,A former assassin must protect himself and a Europol agent from a ruthless band of assassins who wish to exist in secrecy.,2021.0,Germany,99.0,40000000.0,60462347.0,40.0
s810,Movie,Starsky & Hutch,Todd Phillips,"Ben Stiller, Owen Wilson, Vince Vaughn, Juliette Lewis, Snoop Dogg, Fred Williamson, Jason Bateman, Amy Smart, Carmen Electra, George Cheung",United States,2021-06-02,2004,PG-13,101 min,"Action & Adventure, Comedies",New undercover cop partners Starsky and Hutch must overcome their differences to solve an important case with help from street informant Huggy Bear.,2021.0,United States,101.0,60000000.0,170268750.0,60.0
s811,Movie,Streets of Fire,Walter Hill,"Michael ParÃ©, Diane Lane, Rick Moranis, Amy Madigan, Willem Dafoe, Deborah Van Valkenburgh, Richard Lawson, Rick Rossovich, Bill Paxton, Lee Ving",United States,2021-06-02,1984,PG,94 min,"Action & Adventure, Classic Movies, Cult Movies","Tough ex-soldier Tom Cody springs into action when a depraved motorcycle gang kidnaps his former girlfriend, Ellen, who's now a famous singer.",2021.0,United States,94.0,14500000.0,8089290.0,14.5
s813,Movie,Swordfish,Dominic Sena,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea de Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes",United States,2021-06-02,2001,R,99 min,Action & Adventure,"A gifted hacker with a criminal past is recruited by a group of shadowy, seductive figures for an elaborate scheme where nothing is quite as it seems.",2021.0,United States,99.0,102000000.0,147080413.0,102.0
s817,Movie,The Interpreter,Sydney Pollack,"Nicole Kidman, Sean Penn, Catherine Keener, Jesper Christensen, Yvan Attal, Earl Cameron, George Harris, Michael Wright, Clyde Kusatsu, Eric Keenleyside, Hugo Speer","United Kingdom, France, Germany, United States",2021-06-02,2005,PG-13,128 min,Thrillers,Silvia Broome is a translator at the United Nations. But her job turns perilous when she overhears a plot to assassinate a government official.,2021.0,United Kingdom,128.0,80000000.0,162944923.0,80.0
s819,Movie,The Mirror Has Two Faces,Barbra Streisand,"Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal, Mimi Rogers, Pierce Brosnan, Brenda Vaccaro, Austin Pendleton, Elle Macpherson, Ali Marsh, Leslie Stefanson, Taina Elg, Lucy Avery Brooke, Amber Smith",United States,2021-06-02,1996,PG-13,127 min,"Comedies, Dramas, Romantic Movies","Tired of being single, middle-aged professor Rose Morgan accepts her colleague's proposal â€“ but her colleague only wants a platonic marriage.",2021.0,United States,127.0,42000000.0,0.0,42.0
s820,Movie,The Outlaw Josey Wales,Clint Eastwood,"Clint Eastwood, Sondra Locke, Chief Dan George, Bill McKinney, John Vernon, Paula Trueman, Sam Bottoms, Geraldine Keams, Woodrow Parfrey, Joyce Jameson",United States,2021-06-02,1976,PG,136 min,"Action & Adventure, Classic Movies","In this gritty Oscar-nominated Western, an ex-Confederate soldier on the run comes to rest in a quiet community, where he falls for a pretty settler.",2021.0,United States,136.0,3700000.0,31800000.0,3.7
s829,Movie,Collateral Beauty,David Frankel,"Will Smith, Edward Norton, Kate Winslet, Michael PeÃ±a, Helen Mirren, Naomie Harris, Keira Knightley, Jacob Latimore, Ann Dowd, Liza ColÃ³n-Zayas",United States,2021-05-28,2016,PG-13,97 min,Dramas,An advertising executive wrestling with grief finds meaning by writing letters to unconventional recipients as caring colleagues plot a ruse.,2021.0,United States,97.0,36000000.0,87416021.0,36.0
s847,Movie,Home,Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones, Brian Stepanek, April Lawrence",United States,2021-05-25,2015,PG,94 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","When misfit alien Oh mistakenly sends a party invite to the entire galaxy, he goes on the run to avoid trouble and befriends spunky human girl Tip.",2021.0,United States,94.0,135000000.0,368871007.0,135.0
s864,Movie,Spy Kids: All the Time in the World,Robert Rodriguez,"Jessica Alba, Joel McHale, Rowan Blanchard, Mason Cook, Jeremy Piven, Alexa PenaVega, Daryl Sabara, Ricky Gervais, Danny Trejo",United States,2021-05-20,2011,PG,88 min,"Children & Family Movies, Comedies",Twins Rebecca and Cecil spring into action with their retired secret agent stepmother to stop a time-manipulating mastermind and his nefarious plans.,2021.0,United States,88.0,27000000.0,85564310.0,27.0
s866,Movie,Sabotage,David Ayer,"Arnold Schwarzenegger, Sam Worthington, Olivia Williams, Terrence Howard, Joe Manganiello, Josh Holloway, Mireille Enos, Harold Perrineau, Martin Donovan, Max Martini, Mark Schlegel, Kevin Vance",United States,2021-05-19,2014,R,109 min,"Action & Adventure, Dramas","A crack team of DEA agents plots a daring heist, making off with $10 million in drug money. They soon find themselves targets of an unknown killer.",2021.0,United States,109.0,35000000.0,17508518.0,35.0
s892,Movie,Layer Cake,Matthew Vaughn,"Daniel Craig, Colm Meaney, Kenneth Cranham, Sienna Miller, Tom Hardy, Michael Gambon, George Harris, Jamie Foreman, Marcel Iures, Ben Whishaw, Tamer Hassan",United Kingdom,2021-05-13,2004,R,105 min,"Independent Movies, International Movies, Thrillers","A suave, steely-eyed London cocaine dealer's retirement plans hit a violent snag when his boss asks him to do one more job.",2021.0,United Kingdom,105.0,6500000.0,11850214.0,6.5
s905,Movie,Sleepless,Baran bo Odar,"Jamie Foxx, Michelle Monaghan, Scoot McNairy, Dermot Mulroney, T.I., David Harbour, Gabrielle Union, Octavius J. Johnson, Tim Connolly, Drew Sheer",United States,2021-05-08,2017,R,95 min,Action & Adventure,"A Las Vegas cop attempts to rob a drug shipment from a casino kingpin, but the heist goes horribly wrong, leading to the kidnapping of his son.",2021.0,United States,95.0,30000000.0,32540674.0,30.0
s931,Movie,Due Date,Todd Phillips,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx, Juliette Lewis, Danny McBride, RZA, Matt Walsh",United States,2021-05-01,2010,R,95 min,"Action & Adventure, Comedies","Days before his pregnant wife's due date, Peter lands on the ""no-fly"" list, forcing him to drive across the country with an irritating slacker.",2021.0,United States,95.0,65000000.0,211780824.0,65.0
s933,Movie,Green Zone,Paul Greengrass,"Matt Damon, Greg Kinnear, Brendan Gleeson, Amy Ryan, Khalid Abdalla, Jason Isaacs, Said Faraj, Michael O'Neill, Igal Naor, Raad Rawi","United Kingdom, France, Spain, United States",2021-05-01,2010,R,115 min,Action & Adventure,"A US Army officer uncovers a conspiracy about weapons of mass destruction in Iraq, launching a crusade that creates enemies within his own military.",2021.0,United Kingdom,115.0,100000000.0,94882889.0,100.0
s934,Movie,Hachi: A Dog's Tale,Lasse HallstrÃ¶m,"Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa, Sarah Roemer, Jason Alexander, Erick Avari, Davenia McFadden, Robbie Sublett, Kevin DeCoste, Rob Degnan","United Kingdom, United States",2021-05-01,2009,G,93 min,"Children & Family Movies, Dramas","When his master dies, a loyal pooch named Hachiko keeps a vigil for more than a decade at the train station where he once greeted his owner every day.",2021.0,United Kingdom,93.0,16000000.0,47801389.0,16.0
s936,Movie,Madagascar 3: Europe's Most Wanted,"Eric Darnell, Tom McGrath, Conrad Vernon","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Tom McGrath, Frances McDormand, Jessica Chastain, Bryan Cranston, Martin Short",United States,2021-05-01,2012,PG,96 min,"Children & Family Movies, Comedies","Next stop: New York! But to get back home, Alex and friends must hitch a ride with a traveling European circus and evade an evil animal-control officer.",2021.0,United States,96.0,145000000.0,746921274.0,145.0
s943,Movie,Mystic River,Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark","United States, Australia",2021-05-01,2003,R,138 min,"Dramas, Thrillers","Haunted by a monstrous crime, three childhood friends in Boston cross paths again decades later in connection with a murder investigation.",2021.0,United States,138.0,25000000.0,156822020.0,25.0
s944,Movie,Never Back Down,Jeff Wadlow,"Sean Faris, Amber Heard, Cam Gigandet, Evan Peters, Leslie Hope, Djimon Hounsou, Wyatt Smith, Affion Crockett, Neil Brown Jr., Lauren Leech, Tilky Jones, Steven Crowley, Tom Nowicki",United States,2021-05-01,2008,PG-13,113 min,"Action & Adventure, Dramas, Sports Movies","When a quick-tempered teen moves to a new town and faces the challenges of attending a new high school, he seeks solace in an underground fight club.",2021.0,United States,113.0,20000000.0,41627431.0,20.0
s947,Movie,Stargate,Roland Emmerich,"Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors, Alexis Cruz, Mili Avital, Leon Rippy, John Diehl, Carlos Lauchu, Djimon Hounsou","United States, France",2021-05-01,1994,PG-13,121 min,"Action & Adventure, Sci-Fi & Fantasy",An Egyptologist joins a mission into the unknown when he helps the military unlock the mystery of a stone archway that's a portal to another universe.,2021.0,United States,121.0,55000000.0,196567262.0,55.0
s948,Movie,State of Play,Kevin Macdonald,"Russell Crowe, Ben Affleck, Rachel McAdams, Helen Mirren, Robin Wright, Jason Bateman, Jeff Daniels, Michael Berresse, Harry Lennix","United States, United Kingdom, France",2021-05-01,2009,PG-13,127 min,"Dramas, Thrillers",A veteran journalist teams up with a young reporter to untangle a web of lies surrounding the suspicious death of a woman tied to a powerful politician.,2021.0,United States,127.0,60000000.0,87784194.0,60.0
s950,Movie,The Darkest Hour,Chris Gorak,"Emile Hirsch, Olivia Thirlby, Max Minghella, Rachael Taylor, Joel Kinnaman, Veronika Vernadskaya, Dato Bakhtadze, Yuriy Kutsenko","United States, Russia",2021-05-01,2011,PG-13,89 min,"Action & Adventure, Sci-Fi & Fantasy",Young Americans visit Moscow when the city is turned upside down by an alien invasion and band together with the locals to fight back.,2021.0,United States,89.0,30000000.0,64626786.0,30.0
s951,Movie,The Lovely Bones,Peter Jackson,"Mark Wahlberg, Rachel Weisz, Susan Sarandon, Stanley Tucci, Michael Imperioli, Saoirse Ronan, Rose McIver, Christian Thomas Ashdale, Reece Ritchie, Carolyn Dando","United States, United Kingdom, New Zealand",2021-05-01,2009,PG-13,136 min,"Dramas, International Movies, Sci-Fi & Fantasy","In the aftermath of her murder, 14-year-old Susie watches from beyond as her loved ones mourn and search for her killer who is hiding in plain sight.",2021.0,United States,136.0,65000000.0,93525586.0,65.0
s952,Movie,The Sweetest Thing,Roger Kumble,"Cameron Diaz, Christina Applegate, Selma Blair, Thomas Jane, Jason Bateman, Parker Posey, Frank Grillo, Eddie McClintock, Lillian Adams, Johnny Messner",United States,2021-05-01,2002,R,89 min,"Comedies, Romantic Movies","After meeting her potential soul mate, a commitment-averse young woman hits the road with her best friend on a wild, raunchy misadventure to find him.",2021.0,United States,89.0,43000000.0,68696770.0,43.0
s953,Movie,The Whole Nine Yards,Jonathan Lynn,"Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan, Natasha Henstridge, Amanda Peet, Kevin Pollak, Harland Williams, Carmen Ferland, Serge Christianssens",United States,2021-05-01,2000,R,99 min,"Action & Adventure, Comedies",An unhappily married dentist becomes mixed up with mobsters and murder plots when he discovers that a notorious hit man has moved in next door.,2021.0,United States,99.0,41300000.0,106371651.0,41.3
